"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"3845","464","3690","456","274","143","272","247","35","54","2767","511","51","58","0","12","291","160","0","12","291","160","155","103","93","80","0","12","0","12","13","21","0","12","16","18","33","29","9","13","24","27","1500000US060014415011","Block Group 1, Census Tract 4415.01, Alameda County, California"
"2965","397","2685","415","439","188","217","213","13","21","1993","375","0","12","0","12","23","36","0","12","23","36","280","185","35","47","0","12","11","18","16","25","0","12","78","90","140","130","106","112","34","55","1500000US060014415012","Block Group 2, Census Tract 4415.01, Alameda County, California"
"3979","403","3913","414","325","142","10","21","5","9","3413","455","29","31","0","12","131","110","0","12","131","110","66","75","13","17","0","12","5","10","0","12","0","12","11","20","37","53","0","12","37","53","1500000US060014415031","Block Group 1, Census Tract 4415.03, Alameda County, California"
"1783","329","1770","332","96","67","153","163","0","12","1387","311","8","13","0","12","126","176","0","12","126","176","13","21","0","12","0","12","0","12","0","12","0","12","13","21","0","12","0","12","0","12","1500000US060014415032","Block Group 2, Census Tract 4415.03, Alameda County, California"
"2080","291","2042","298","174","94","1","4","9","13","1685","282","0","12","0","12","173","149","0","12","173","149","38","32","29","36","0","12","0","12","0","12","0","12","0","12","9","16","0","12","9","16","1500000US060014415211","Block Group 1, Census Tract 4415.21, Alameda County, California"
"1661","381","1620","377","333","190","227","336","0","12","1051","218","0","12","0","12","9","17","0","12","9","17","41","52","9","15","0","12","0","12","0","12","0","12","32","48","0","12","0","12","0","12","1500000US060014415212","Block Group 2, Census Tract 4415.21, Alameda County, California"
"1675","350","1619","350","413","271","0","12","0","12","1153","240","0","12","0","12","53","48","17","28","36","40","56","76","0","12","0","12","8","13","0","12","0","12","0","12","48","75","0","12","48","75","1500000US060014415213","Block Group 3, Census Tract 4415.21, Alameda County, California"
"765","222","631","200","192","77","2","5","0","12","437","207","0","12","0","12","0","12","0","12","0","12","134","82","84","53","0","12","0","12","0","12","0","12","43","50","7","12","0","12","7","12","1500000US060014415214","Block Group 4, Census Tract 4415.21, Alameda County, California"
"1217","264","1205","267","223","122","1","5","0","12","943","258","0","12","0","12","38","44","0","12","38","44","12","19","2","4","0","12","0","12","0","12","0","12","5","9","5","10","5","10","0","12","1500000US060014415221","Block Group 1, Census Tract 4415.22, Alameda County, California"
"2042","379","1542","306","555","244","150","133","0","12","772","237","12","19","0","12","53","43","0","12","53","43","500","211","154","196","0","12","36","46","0","12","0","12","287","214","23","52","7","16","16","35","1500000US060014415222","Block Group 2, Census Tract 4415.22, Alameda County, California"
"1918","467","1791","479","420","214","55","64","0","12","1242","379","0","12","0","12","74","92","0","12","74","92","127","106","104","97","0","12","0","12","0","12","0","12","17","21","6","12","0","12","6","12","1500000US060014415223","Block Group 3, Census Tract 4415.22, Alameda County, California"
"1680","297","1633","304","313","206","59","71","7","12","1148","324","13","20","10","15","83","81","0","12","83","81","47","58","12","18","0","12","11","18","0","12","0","12","0","12","24","37","0","12","24","37","1500000US060014415231","Block Group 1, Census Tract 4415.23, Alameda County, California"
"968","289","910","286","139","85","11","18","8","14","657","294","26","40","0","12","69","102","0","12","69","102","58","51","20","31","0","12","0","12","0","12","0","12","16","27","22","34","0","12","22","34","1500000US060014415232","Block Group 2, Census Tract 4415.23, Alameda County, California"
"1492","246","1492","246","164","108","94","81","0","12","1234","249","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014415233","Block Group 3, Census Tract 4415.23, Alameda County, California"
"3187","406","3042","399","82","62","196","301","65","82","2589","363","0","12","0","12","110","123","0","12","110","123","145","162","108","152","0","12","0","12","0","12","0","12","0","12","37","55","0","12","37","55","1500000US060014415241","Block Group 1, Census Tract 4415.24, Alameda County, California"
"1039","303","1021","317","122","86","0","12","0","12","882","318","17","38","0","12","0","12","0","12","0","12","18","40","0","12","0","12","0","12","12","27","0","12","6","13","0","12","0","12","0","12","1500000US060014415242","Block Group 2, Census Tract 4415.24, Alameda County, California"
"636","212","569","208","132","69","9","16","0","12","368","187","9","14","0","12","51","62","0","12","51","62","67","66","35","42","0","12","0","12","0","12","0","12","32","48","0","12","0","12","0","12","1500000US060014416011","Block Group 1, Census Tract 4416.01, Alameda County, California"
"2314","288","1711","224","858","198","76","67","0","12","717","221","15","24","0","12","45","45","0","12","45","45","603","225","297","147","0","12","30","32","0","12","0","12","179","148","97","66","44","48","53","55","1500000US060014416012","Block Group 2, Census Tract 4416.01, Alameda County, California"
"1623","406","1190","281","803","232","0","12","3","6","346","200","0","12","0","12","38","56","0","12","38","56","433","263","38","28","0","12","0","12","9","14","0","12","257","240","129","99","111","99","18","28","1500000US060014416013","Block Group 3, Census Tract 4416.01, Alameda County, California"
"2650","491","2197","455","757","235","101","82","0","12","1196","354","17","27","0","12","126","147","0","12","126","147","453","348","87","106","0","12","0","12","0","12","0","12","347","329","19","30","0","12","19","30","1500000US060014416021","Block Group 1, Census Tract 4416.02, Alameda County, California"
"736","331","611","353","96","81","0","12","0","12","507","344","0","12","0","12","8","14","0","12","8","14","125","156","18","32","0","12","0","12","0","12","0","12","107","155","0","12","0","12","0","12","1500000US060014416022","Block Group 2, Census Tract 4416.02, Alameda County, California"
"3308","762","1854","645","699","237","234","152","0","12","711","591","0","12","0","12","210","246","0","12","210","246","1454","482","211","190","18","28","0","12","0","12","0","12","1043","503","182","209","142","152","40","62","1500000US060014416023","Block Group 3, Census Tract 4416.02, Alameda County, California"
"1016","397","813","389","345","188","47","69","0","12","270","286","41","59","0","12","110","136","0","12","110","136","203","159","18","31","0","12","0","12","43","70","0","12","108","112","34","58","0","12","34","58","1500000US060014416024","Block Group 4, Census Tract 4416.02, Alameda County, California"
"2347","516","1894","396","523","161","268","245","23","36","1066","335","0","12","0","12","14","23","0","12","14","23","453","438","375","356","53","85","0","12","0","12","0","12","25","31","0","12","0","12","0","12","1500000US060014417001","Block Group 1, Census Tract 4417, Alameda County, California"
"3105","609","2278","483","811","380","98","107","45","64","1245","408","0","12","0","12","79","83","0","12","79","83","827","598","53","40","0","12","0","12","0","12","0","12","729","595","45","53","22","31","23","42","1500000US060014417002","Block Group 2, Census Tract 4417, Alameda County, California"
"669","395","430","310","134","95","0","12","13","20","224","332","51","83","0","12","8","13","0","12","8","13","239","254","239","254","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014417003","Block Group 3, Census Tract 4417, Alameda County, California"
"1414","486","935","313","516","263","88","102","0","12","263","180","0","12","0","12","68","84","0","12","68","84","479","362","57","64","0","12","0","12","0","12","0","12","105","89","317","349","317","349","0","12","1500000US060014417004","Block Group 4, Census Tract 4417, Alameda County, California"
"2277","488","1503","340","677","222","23","37","0","12","658","281","21","31","0","12","124","128","0","12","124","128","774","388","224","192","19","32","59","105","0","12","0","12","262","191","210","234","210","234","0","12","1500000US060014418001","Block Group 1, Census Tract 4418, Alameda County, California"
"1034","334","1034","334","248","176","57","87","0","12","650","308","0","12","9","17","70","67","0","12","70","67","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014418002","Block Group 2, Census Tract 4418, Alameda County, California"
"2636","425","2421","427","1271","376","11","14","0","12","1068","393","0","12","0","12","71","76","0","12","71","76","215","164","10","16","21","32","0","12","11","19","0","12","118","141","55","76","13","22","42","73","1500000US060014418003","Block Group 3, Census Tract 4418, Alameda County, California"
"880","283","839","289","508","237","16","25","0","12","293","178","0","12","0","12","22","32","22","32","0","12","41","66","0","12","0","12","13","20","28","46","0","12","0","12","0","12","0","12","0","12","1500000US060014418004","Block Group 4, Census Tract 4418, Alameda County, California"
"1070","322","597","234","229","106","11","18","0","12","331","191","0","12","0","12","26","41","0","12","26","41","473","240","190","142","0","12","0","12","0","12","0","12","283","204","0","12","0","12","0","12","1500000US060014419211","Block Group 1, Census Tract 4419.21, Alameda County, California"
"2583","436","1948","336","403","144","164","148","17","27","1118","270","0","12","0","12","246","172","0","12","246","172","635","424","247","128","11","19","7","11","0","12","0","12","332","377","38","45","18","29","20","36","1500000US060014419212","Block Group 2, Census Tract 4419.21, Alameda County, California"
"1216","359","959","234","429","113","10","15","0","12","452","217","0","12","0","12","68","59","44","54","24","30","257","285","83","55","0","12","0","12","0","12","0","12","174","282","0","12","0","12","0","12","1500000US060014419231","Block Group 1, Census Tract 4419.23, Alameda County, California"
"1265","380","1184","385","113","96","14","23","0","12","1057","386","0","12","0","12","0","12","0","12","0","12","81","103","0","12","18","33","0","12","0","12","0","12","33","54","30","54","30","54","0","12","1500000US060014419232","Block Group 2, Census Tract 4419.23, Alameda County, California"
"3010","601","2736","604","336","178","212","181","8","12","1989","680","0","12","0","12","191","222","11","19","180","221","274","172","139","140","0","12","0","12","0","12","0","12","107","83","28","45","28","45","0","12","1500000US060014419233","Block Group 3, Census Tract 4419.23, Alameda County, California"
"2366","503","1812","432","193","81","0","12","0","12","1497","419","0","12","48","70","74","88","0","12","74","88","554","247","342","214","0","12","0","12","0","12","0","12","100","106","112","161","0","12","112","161","1500000US060014419241","Block Group 1, Census Tract 4419.24, Alameda County, California"
"1284","356","1255","354","438","256","17","28","57","74","670","269","0","12","0","12","73","73","0","12","73","73","29","34","0","12","0","12","0","12","0","12","0","12","29","34","0","12","0","12","0","12","1500000US060014419242","Block Group 2, Census Tract 4419.24, Alameda County, California"
"2240","502","1888","393","884","369","32","52","0","12","735","324","0","12","0","12","237","211","14","23","223","210","352","244","168","166","0","12","0","12","0","12","0","12","184","189","0","12","0","12","0","12","1500000US060014419243","Block Group 3, Census Tract 4419.24, Alameda County, California"
"904","285","871","281","365","210","1","2","0","12","450","177","0","12","0","12","55","90","0","12","55","90","33","56","0","12","0","12","0","12","0","12","0","12","11","18","22","38","22","38","0","12","1500000US060014419244","Block Group 4, Census Tract 4419.24, Alameda County, California"
"3231","419","3086","428","603","179","44","81","57","68","2254","447","8","13","0","12","120","82","16","31","104","85","145","123","15","27","0","12","0","12","0","12","0","12","39","47","91","90","91","90","0","12","1500000US060014419251","Block Group 1, Census Tract 4419.25, Alameda County, California"
"2519","432","1975","401","576","174","88","88","0","12","1243","386","0","12","0","12","68","66","0","12","68","66","544","185","101","142","0","12","0","12","39","64","0","12","398","199","6","11","0","12","6","11","1500000US060014419252","Block Group 2, Census Tract 4419.25, Alameda County, California"
"2443","541","1526","341","438","182","271","197","0","12","793","299","24","36","0","12","0","12","0","12","0","12","917","463","94","115","0","12","0","12","0","12","0","12","823","456","0","12","0","12","0","12","1500000US060014419261","Block Group 1, Census Tract 4419.26, Alameda County, California"
"1720","375","1233","251","249","143","0","12","0","12","845","242","23","40","0","12","116","85","0","12","116","85","487","266","66","112","0","12","0","12","0","12","0","12","360","244","61","97","0","12","61","97","1500000US060014419262","Block Group 2, Census Tract 4419.26, Alameda County, California"
"2242","393","2071","383","249","101","80","78","0","12","1560","372","0","12","85","121","97","70","42","39","55","60","171","149","54","57","0","12","0","12","0","12","0","12","117","137","0","12","0","12","0","12","1500000US060014419271","Block Group 1, Census Tract 4419.27, Alameda County, California"
"1621","397","1555","365","300","92","314","296","0","12","761","268","49","77","0","12","131","113","0","12","131","113","66","94","0","12","0","12","0","12","0","12","0","12","19","31","47","64","47","64","0","12","1500000US060014419272","Block Group 2, Census Tract 4419.27, Alameda County, California"
"2037","215","1924","192","604","137","2","4","0","12","1151","165","9","16","3","8","155","116","0","12","155","116","113","97","58","75","0","12","0","12","0","12","0","12","27","28","28","42","0","12","28","42","1500000US060014420001","Block Group 1, Census Tract 4420, Alameda County, California"
"1321","189","1300","188","203","112","0","12","0","12","1061","192","0","12","0","12","36","41","11","17","25","39","21","24","0","12","0","12","0","12","0","12","0","12","10","17","11","18","0","12","11","18","1500000US060014420002","Block Group 2, Census Tract 4420, Alameda County, California"
"2485","334","2413","338","300","105","12","19","0","12","2027","343","0","12","0","12","74","72","0","12","74","72","72","54","43","41","0","12","0","12","0","12","0","12","0","12","29","33","8","12","21","24","1500000US060014421001","Block Group 1, Census Tract 4421, Alameda County, California"
"2678","371","2576","351","635","178","19","29","44","68","1795","347","0","12","8","13","75","56","20","31","55","46","102","112","50","42","0","12","0","12","0","12","0","12","0","12","52","82","52","82","0","12","1500000US060014421002","Block Group 2, Census Tract 4421, Alameda County, California"
"2085","324","2068","326","256","173","26","34","0","12","1632","357","0","12","0","12","154","165","0","12","154","165","17","30","17","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014422001","Block Group 1, Census Tract 4422, Alameda County, California"
"1919","460","1853","460","536","218","15","24","0","12","1188","451","0","12","46","68","68","106","0","12","68","106","66","98","0","12","0","12","0","12","0","12","0","12","66","98","0","12","0","12","0","12","1500000US060014422002","Block Group 2, Census Tract 4422, Alameda County, California"
"1236","256","1204","254","492","167","2","2","0","12","710","271","0","12","0","12","0","12","0","12","0","12","32","34","0","12","0","12","0","12","0","12","0","12","32","34","0","12","0","12","0","12","1500000US060014422003","Block Group 3, Census Tract 4422, Alameda County, California"
"1146","314","1123","320","362","176","0","12","0","12","755","316","0","12","0","12","6","11","0","12","6","11","23","36","23","36","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014422004","Block Group 4, Census Tract 4422, Alameda County, California"
"1470","292","1201","271","457","163","15","22","12","20","694","246","0","12","0","12","23","39","0","12","23","39","269","162","230","155","0","12","0","12","0","12","0","12","22","36","17","21","11","18","6","10","1500000US060014423011","Block Group 1, Census Tract 4423.01, Alameda County, California"
"1371","411","990","325","339","201","21","32","0","12","594","284","0","12","0","12","36","38","0","12","36","38","381","278","0","12","0","12","0","12","0","12","0","12","295","252","86","109","86","109","0","12","1500000US060014423012","Block Group 2, Census Tract 4423.01, Alameda County, California"
"1839","499","1628","487","456","187","277","329","24","38","786","395","0","12","0","12","85","73","0","12","85","73","211","139","160","134","0","12","0","12","0","12","0","12","43","68","8","14","8","14","0","12","1500000US060014423013","Block Group 3, Census Tract 4423.01, Alameda County, California"
"1805","458","1765","457","687","344","285","381","14","22","606","279","0","12","0","12","173","158","108","155","65","66","40","37","19","23","0","12","0","12","0","12","0","12","21","31","0","12","0","12","0","12","1500000US060014423021","Block Group 1, Census Tract 4423.02, Alameda County, California"
"1743","465","1517","452","268","144","45","45","0","12","1052","451","9","15","0","12","143","101","0","12","143","101","226","185","139","133","0","12","0","12","0","12","0","12","87","137","0","12","0","12","0","12","1500000US060014423022","Block Group 2, Census Tract 4423.02, Alameda County, California"
"1770","524","1103","367","304","144","13","31","0","12","772","359","0","12","0","12","14","32","0","12","14","32","667","445","119","120","0","12","0","12","0","12","0","12","548","436","0","12","0","12","0","12","1500000US060014423023","Block Group 3, Census Tract 4423.02, Alameda County, California"
"1576","457","877","355","631","351","65","74","11","17","106","72","15","25","10","17","39","31","0","12","39","31","699","307","182","128","0","12","2","5","0","12","0","12","320","229","195","221","140","165","55","65","1500000US060014424001","Block Group 1, Census Tract 4424, Alameda County, California"
"2131","563","1274","363","374","156","77","71","37","45","701","283","0","12","0","12","85","90","0","12","85","90","857","477","228","192","13","20","14","21","0","12","0","12","565","443","37","30","0","12","37","30","1500000US060014424002","Block Group 2, Census Tract 4424, Alameda County, California"
"1459","319","1070","239","473","193","71","83","0","12","457","221","0","12","0","12","69","76","0","12","69","76","389","230","145","123","0","12","16","25","0","12","0","12","195","212","33","37","0","12","33","37","1500000US060014424003","Block Group 3, Census Tract 4424, Alameda County, California"
"1877","394","1603","361","625","257","167","214","0","12","689","283","50","78","0","12","72","55","49","55","23","27","274","171","115","111","0","12","0","12","0","12","0","12","73","85","86","86","57","88","29","35","1500000US060014424004","Block Group 4, Census Tract 4424, Alameda County, California"
"2105","532","1273","542","204","130","297","405","11","16","756","422","0","12","0","12","5","10","0","12","5","10","832","404","309","234","0","12","0","12","0","12","0","12","523","415","0","12","0","12","0","12","1500000US060014425001","Block Group 1, Census Tract 4425, Alameda County, California"
"1172","363","1037","346","736","339","43","58","7","23","224","187","0","12","0","12","27","40","0","12","27","40","135","120","135","120","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014425002","Block Group 2, Census Tract 4425, Alameda County, California"
"2025","518","1519","415","586","226","82","100","32","49","681","336","0","12","0","12","138","139","0","12","138","139","506","380","71","75","0","12","0","12","0","12","0","12","257","259","178","220","52","81","126","202","1500000US060014425003","Block Group 3, Census Tract 4425, Alameda County, California"
"1757","557","1721","547","601","257","0","12","0","12","1058","558","55","89","0","12","7","15","0","12","7","15","36","41","14","22","0","12","0","12","0","12","0","12","22","34","0","12","0","12","0","12","1500000US060014425004","Block Group 4, Census Tract 4425, Alameda County, California"
"1329","325","1183","294","599","243","0","12","0","12","484","160","0","12","0","12","100","88","0","12","100","88","146","168","28","39","0","12","0","12","0","12","0","12","118","174","0","12","0","12","0","12","1500000US060014426011","Block Group 1, Census Tract 4426.01, Alameda County, California"
"2280","336","1777","338","1100","239","118","109","0","12","493","253","0","12","0","12","66","65","0","12","66","65","503","303","38","33","0","12","0","12","8","14","0","12","149","135","308","310","291","311","17","29","1500000US060014426012","Block Group 2, Census Tract 4426.01, Alameda County, California"
"3234","428","2184","474","895","306","96","99","0","12","1088","455","0","12","98","153","7","14","0","12","7","14","1050","449","238","192","0","12","0","12","0","12","0","12","722","428","90","110","0","12","90","110","1500000US060014426021","Block Group 1, Census Tract 4426.02, Alameda County, California"
"2116","372","1880","370","1152","285","26","43","5","11","583","310","14","25","0","12","100","95","0","12","100","95","236","127","122","88","0","12","0","12","0","12","0","12","114","99","0","12","0","12","0","12","1500000US060014426022","Block Group 2, Census Tract 4426.02, Alameda County, California"
"1485","389","1090","240","779","194","2","5","0","12","235","130","0","12","0","12","74","66","0","12","74","66","395","301","227","188","0","12","0","12","0","12","0","12","0","12","168","239","168","239","0","12","1500000US060014427001","Block Group 1, Census Tract 4427, Alameda County, California"
"796","168","769","169","279","126","0","12","0","12","394","140","0","12","0","12","96","85","0","12","96","85","27","46","27","46","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014427002","Block Group 2, Census Tract 4427, Alameda County, California"
"843","266","650","258","442","186","32","37","0","12","176","149","0","12","0","12","0","12","0","12","0","12","193","122","84","63","0","12","44","71","0","12","0","12","65","62","0","12","0","12","0","12","1500000US060014427003","Block Group 3, Census Tract 4427, Alameda County, California"
"3289","346","2414","330","1182","142","108","85","0","12","1094","287","0","12","11","15","19","21","0","12","19","21","875","208","357","248","0","12","0","12","8","12","0","12","366","255","144","134","31","54","113","119","1500000US060014428001","Block Group 1, Census Tract 4428, Alameda County, California"
"2187","502","1701","431","604","225","296","297","0","12","661","415","31","53","0","12","109","131","0","12","109","131","486","287","246","197","0","12","0","12","0","12","0","12","168","171","72","85","16","26","56","63","1500000US060014429001","Block Group 1, Census Tract 4429, Alameda County, California"
"1500","331","1454","325","536","165","7","16","0","12","754","286","0","12","0","12","157","222","0","12","157","222","46","67","46","67","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014429002","Block Group 2, Census Tract 4429, Alameda County, California"
"2272","539","1834","463","1107","357","117","115","0","12","441","220","0","12","0","12","169","173","0","12","169","173","438","281","134","137","0","12","0","12","0","12","0","12","304","276","0","12","0","12","0","12","1500000US060014429003","Block Group 3, Census Tract 4429, Alameda County, California"
"1186","419","1055","404","161","141","0","12","0","12","805","380","0","12","0","12","89","113","0","12","89","113","131","215","0","12","0","12","0","12","0","12","0","12","131","215","0","12","0","12","0","12","1500000US060014429004","Block Group 4, Census Tract 4429, Alameda County, California"
"3179","299","2119","255","932","289","155","161","0","12","829","161","50","78","0","12","153","98","35","40","118","86","1060","157","522","305","22","33","0","12","12","17","6","10","451","228","47","48","47","48","0","12","1500000US060014430011","Block Group 1, Census Tract 4430.01, Alameda County, California"
"1453","379","703","225","458","234","0","12","0","12","245","123","0","12","0","12","0","12","0","12","0","12","750","345","126","133","0","12","0","12","0","12","0","12","484","284","140","220","140","220","0","12","1500000US060014430021","Block Group 1, Census Tract 4430.02, Alameda County, California"
"1940","428","1489","330","474","205","0","12","0","12","950","288","0","12","0","12","65","101","65","101","0","12","451","299","73","79","0","12","0","12","0","12","0","12","368","303","10","15","10","15","0","12","1500000US060014430022","Block Group 2, Census Tract 4430.02, Alameda County, California"
"2541","386","2120","374","749","295","24","31","0","12","1331","292","0","12","0","12","16","24","0","12","16","24","421","243","40","40","0","12","62","81","0","12","12","19","307","233","0","12","0","12","0","12","1500000US060014430023","Block Group 3, Census Tract 4430.02, Alameda County, California"
"1228","254","1180","247","127","68","6","14","0","12","1022","261","0","12","0","12","25","30","0","12","25","30","48","74","0","12","0","12","0","12","0","12","0","12","0","12","48","74","36","56","12","18","1500000US060014431021","Block Group 1, Census Tract 4431.02, Alameda County, California"
"1003","277","890","257","192","114","45","56","0","12","608","272","0","12","0","12","45","51","0","12","45","51","113","93","25","29","0","12","0","12","0","12","0","12","68","79","20","29","20","29","0","12","1500000US060014431022","Block Group 2, Census Tract 4431.02, Alameda County, California"
"1669","292","1492","230","259","132","0","12","0","12","1166","267","61","94","0","12","6","9","0","12","6","9","177","189","46","64","0","12","0","12","0","12","0","12","124","177","7","10","0","12","7","10","1500000US060014431023","Block Group 3, Census Tract 4431.02, Alameda County, California"
"1359","247","1206","229","334","161","0","12","0","12","848","220","0","12","0","12","24","26","0","12","24","26","153","167","0","12","0","12","0","12","0","12","0","12","122","141","31","46","31","46","0","12","1500000US060014431024","Block Group 4, Census Tract 4431.02, Alameda County, California"
"1245","274","1179","279","240","112","0","12","17","27","798","247","0","12","0","12","124","137","124","137","0","12","66","64","32","45","0","12","0","12","0","12","0","12","0","12","34","38","22","34","12","18","1500000US060014431031","Block Group 1, Census Tract 4431.03, Alameda County, California"
"2846","311","2846","311","180","117","73","116","0","12","2541","326","0","12","0","12","52","53","31","48","21","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014431032","Block Group 2, Census Tract 4431.03, Alameda County, California"
"2391","456","2212","457","466","210","0","12","0","12","1699","521","0","12","0","12","47","51","21","36","26","38","179","139","111","112","0","12","0","12","21","34","0","12","21","33","26","42","0","12","26","42","1500000US060014431041","Block Group 1, Census Tract 4431.04, Alameda County, California"
"1045","273","1001","265","131","112","0","12","0","12","823","250","0","12","0","12","47","79","47","79","0","12","44","55","11","19","0","12","0","12","0","12","0","12","33","52","0","12","0","12","0","12","1500000US060014431042","Block Group 2, Census Tract 4431.04, Alameda County, California"
"2283","359","2194","365","455","184","6","10","16","26","1644","424","23","37","0","12","50","51","24","40","26","32","89","102","75","99","0","12","3","7","0","12","0","12","0","12","11","13","0","12","11","13","1500000US060014431043","Block Group 3, Census Tract 4431.04, Alameda County, California"
"2302","385","2302","385","365","172","58","73","7","12","1758","352","9","19","16","25","89","124","0","12","89","124","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014431051","Block Group 1, Census Tract 4431.05, Alameda County, California"
"1902","310","1902","310","374","158","57","90","0","12","1379","368","11","16","0","12","81","96","81","96","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014431052","Block Group 2, Census Tract 4431.05, Alameda County, California"
"2510","326","2483","326","626","131","7","12","8","12","1568","334","15","24","67","98","192","116","0","12","192","116","27","28","0","12","0","12","4","8","14","24","0","12","9","13","0","12","0","12","0","12","1500000US060014432001","Block Group 1, Census Tract 4432, Alameda County, California"
"1227","316","1168","326","93","66","4","8","0","12","990","285","6","10","0","12","75","84","0","12","75","84","59","84","59","84","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014432002","Block Group 2, Census Tract 4432, Alameda County, California"
"1042","213","1042","213","197","92","0","12","0","12","783","220","0","12","0","12","62","82","0","12","62","82","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014433011","Block Group 1, Census Tract 4433.01, Alameda County, California"
"3035","304","2813","285","876","184","47","47","11","17","1577","226","91","136","12","19","199","105","0","12","199","105","222","161","95","60","0","12","0","12","0","12","0","12","0","12","127","164","127","164","0","12","1500000US060014433012","Block Group 2, Census Tract 4433.01, Alameda County, California"
"861","270","761","258","83","48","0","12","0","12","658","257","0","12","0","12","20","30","0","12","20","30","100","101","64","98","0","12","0","12","19","30","0","12","10","16","7","11","0","12","7","11","1500000US060014433211","Block Group 1, Census Tract 4433.21, Alameda County, California"
